priority,action_lane,owner,owner_status,risk_level,autonomy_mode,artifact_type,path,next_action
P2,Assign accountable owner boundary,missing_or_unknown,missing_or_unknown,high,prepare,script,scripts/sync_instrument_registry_from_prod_to_all_nonprod.sh,map to canonical automation or document exception
P2,Assign accountable owner boundary,missing_or_unknown,missing_or_unknown,high,prepare,script,scripts/system-cleanup.sh,map to canonical automation or document exception
P2,Assign accountable owner boundary,missing_or_unknown,missing_or_unknown,high,prepare,script,scripts/update_binance_credentials_prod.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/build_guardrail_dashboard.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/evaluate_kpi_targets.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/import_broker_statement.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/mf_constituent_coverage_diagnostics.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/probe_live_optionability.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/report_config_seed_key_families.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_backend_migrations.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_cross_asset_derivatives_smoke.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_market_open_assurance.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_service_sql_migration_dry_run.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_signal_active_candle_audit.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_statement_reconciliation.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,present,present,high,prepare,workflow,.github/workflows/streaming-tracker-watch.yml,map to canonical automation or document exception
P2,Attach safety and rollback evidence,present,present,high,prepare,script,scripts/backup-database.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,present,present,high,prepare,script,scripts/bootstrap-dev-entity-acl-prereqs.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,present,present,high,prepare,script,scripts/bootstrap_environment_databases.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,present,present,high,prepare,script,scripts/encrypt_secrets.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/eth_sma200_paper_strategy.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_service_taxonomy_parity.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/service_taxonomy_parity/core.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,workflow,.github/workflows/credential-readiness-gate.yml,review accepted exception and renewal evidence
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/check-data-relay-slo.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/check-relay-backpressure.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/check_config_service_duplicates.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/generate-nginx-config.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/gh_repo.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-deployment.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-port-consistency.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-service-urls.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-monitoring-setup.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/generate_capital_attribution_observability_snapshot.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/report_env_code_parity.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_config_service_cache_failmode_matrix.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_config_service_snapshot_version_contract.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_mutual_fund_enrichment_quality.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/verify_env_schema_parity.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,platform-governance (promotion readiness),present,medium,recommend,workflow,.github/workflows/promotion-preflight.yml,review accepted exception and renewal evidence
P2,Attach safety and rollback evidence,present,present,medium,recommend,script,scripts/validate-environment-drift.sh,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_live_non_contra_probe.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_live_two_execution_non_contra_probe.py,map to canonical automation or document exception
P2,Attach safety and rollback evidence,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_regression_gate.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/backfill_marketplace_support_to_support_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/bootstrap_algo_engine_sdk_contracts_config.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/bootstrap_instrument_universe_config.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/bootstrap_support_service_config.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_capability_drift.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_ci_no_silent_failures.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_communication_runtime_usage.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_config_key_reuse.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_config_service_runtime_policy.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_cross_service_boundary_integrity.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_migration_bootstrap_audit.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/check_service_url_resolution_policy.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/collect_runtime_probe_actual_vs_expected.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/export_signal_service_matrix_baseline.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/install_market_open_live_certification_cron.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_acl_guardrail_cycle.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_anchored_vwap_runtime_probe.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_beta_readiness_gate.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_context_runtime_e2e_suite.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_cross_service_algo_order_refactor_e2e.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_execution_manual_order_probe.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_fo_snapshot_hydrator_health_report.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_mcx_live_entry_exit_probe.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_option_query_live_session.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_order_service_live_policy_matrix.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_order_service_refactor_extended_live_suite.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_order_service_refactor_live_runtime_suite.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_paper_execution_runtime_suite.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_pivot_points_runtime_probe.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_release_readiness_gate.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_signal_service_indicator_viability_slice.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_signal_service_remaining_indicator_viability_slice.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_signal_service_universal_viability_slice.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_signal_service_viability_matrix.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_standard_indicator_strategy_probe.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_support_delegation_smoke.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/run_volatility_runtime_probe.py,map to canonical automation or document exception
P3,Canonicalize or document exception,platform-governance (governance automation),present,high,prepare,script,scripts/governance/validate_kubernetes_core_service_manifests.py,map to canonical automation or document exception
P3,Canonicalize or document exception,present,present,high,prepare,workflow,.github/workflows/load-tests.yml,map to canonical automation or document exception
P3,Canonicalize or document exception,present,present,high,prepare,script,scripts/acl_comprehensive_test.py,map to canonical automation or document exception
P3,Canonicalize or document exception,present,present,high,prepare,script,scripts/deploy-dev.sh,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_acl_account_matrix.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_acl_share_gateway_regression.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_eth_sma200_paper_pipeline_check.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_regression_gate.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/run_week1_golden_chain.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/service_taxonomy_parity/adapters/algo_engine.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/service_taxonomy_parity/adapters/order_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/service_taxonomy_parity/adapters/signal_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/service_taxonomy_parity/adapters/ticker_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_algo_engine.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_core.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_instrument_registry.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_order_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_signal_service.py,map to canonical automation or document exception
P3,Canonicalize or document exception,qa-governance (quality evidence),present,high,prepare,script,scripts/qa/tests/test_service_taxonomy_parity_ticker_service.py,map to canonical automation or document exception
P3,Review before autonomy expansion,platform-governance (environment lifecycle),present,high,controlled_execute,script,scripts/envctl.sh,retain controlled execution with evidence
P3,Review before autonomy expansion,platform-governance (environment promotion),present,high,controlled_execute,workflow,.github/workflows/promote-environments.yml,retain controlled execution with evidence
P3,Review before autonomy expansion,platform-governance (environment promotion),present,high,controlled_execute,script,scripts/governance/promote_by_environment.sh,retain controlled execution with evidence
P3,Review before autonomy expansion,platform-governance (governance automation),present,high,controlled_execute,script,scripts/governance/promote_images_by_tag.sh,retain controlled execution with evidence
P3,Review before autonomy expansion,platform-governance (governance automation),present,high,controlled_execute,script,scripts/governance/run_daily_broker_smoke.sh,retain controlled execution with evidence
P3,Renew accepted exception,architecture-governance (standards enforcement),present,medium,recommend,workflow,.github/workflows/standards-guard.yml,review accepted exception and renewal evidence
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,workflow,.github/workflows/api-routing-validation.yml,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,workflow,.github/workflows/governance-readiness-cadence.yml,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/audit-all-services.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/capture_api_baseline.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/check-hardcoded-secrets.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/check_all_services.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/generate-fix-priority.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/generate_docker_compose.py,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/retired/verify-ticker-service-v2-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/setup_acl_test_env.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-api-contracts.py,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-api-routing.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate-config-standardization.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate_binance_nonprod_gates.py,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate_binance_repo.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate_payoff_live_mode_config.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-alert-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-api-gateway-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-backtest-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-calendar-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-data-relay-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-market-data-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-message-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-migration-complete.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-news-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-order-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-payoff-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-production-readiness.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-screener-service-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/verify-token-manager-migration.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/capture_news_ws_trace.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/check_env_config_completeness.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/check_runtime_hardcoding_hygiene.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/check_ticker_runtime_naming.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/generate_env_ports_files.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/install_weekly_hardening_reminder_cron.sh,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_live_broker_certification.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_marketplace_artifact_storage.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_model_inference_contract.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_model_inference_persistence.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_mutual_fund_nav_slo.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_news_path_slo.py,map to canonical automation or document exception
P4,Canonicalize or document exception,platform-governance (governance automation),present,medium,recommend,script,scripts/governance/validate_support_service_contract.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_candle_close_event_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_communication_surface_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_dataset_surface_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_event_window_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_l5_l8_l9_api_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_lightweight_runtime_concurrency_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_live_portfolio_control_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_live_short_strangle_control_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_markdown_strategy_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_market_surface_observer_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_options_greeks_moneyness_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_payoff_surface_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_reference_strategy_sdk_concurrency_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_sdk_negative_path_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_signal_service_asset_coverage_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_trade_data_populated_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/run_trade_data_surface_probe.py,map to canonical automation or document exception
P4,Canonicalize or document exception,qa-governance (quality evidence),present,medium,recommend,script,scripts/qa/verify_gateway_route_sync.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,medium,recommend,script,scripts/validate_binance_env.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/__init__.py,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/apply_sim_fixes.py,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/audit_database_access.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/audit_scan_synthetic_mock_fallback.py,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/check-directory-health.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/check-port-drift.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/check_public_schema_empty.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/compare_schema.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/continuous_demo_traffic.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/enforce_instrument_key_contract.py,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/extract_model_schema.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/find_cross_service_access.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/find_missing_migrations.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/generate_signal_service_compute_inventory.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/generate_test_traffic.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/health_check_v2.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/internal_api_key_audit.py,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/monitor-production.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/perf/run_baseline_profiles.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/prove_health_compliance.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/retired/verify-line-count-reduction.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/test_endpoints.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/test_envctl_option_contract.sh,assign owner boundary
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/test_system.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/validate_breeze_api_surface.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/validate_broker_uniformity_contract.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/validate_config_service_uniqueness.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/validate_redis_publisher_guardrails.py,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/verify-all-services.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/verify-comms-service-migration.sh,map to canonical automation or document exception
P4,Review before autonomy expansion,missing_or_unknown,missing_or_unknown,low,observe,script,scripts/verify-no-dead-patterns.sh,map to canonical automation or document exception
