artifact_id,artifact_type,path,mutation_types,environments,risk_level,autonomy_mode,intent,confidence,canonical_status,owner_status,evidence_status,blocked_claims,next_action,matched_terms
1ef22f517ea6,script,scripts/nonprod_reference_sync.sh,"infrastructure,configuration,broker_order","prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:Config | configuration:.Env | broker_order:orders
b5eaefe48f96,script,scripts/orchestrate_codex_claude.sh,"database,ai_agent",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:create | ai_agent:agent | ai_agent:Codex | ai_agent:claude | ai_agent:prompt
1f4176df7080,script,scripts/perf/run_baseline_profiles.sh,none_detected,"prod,staging,test",low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
2f8df92b1e4c,script,scripts/phase3_contract_checks.sh,broker_order,prod,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,broker_order:order | broker_order:trading
58cf43982810,script,scripts/post-deployment-health-check.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:psql | database:database | infrastructure:Docker | configuration:config | configuration:secret | broker_order:order | queue_stream:Redis
a3775a980482,script,scripts/postgres-replica-init.sh,"database,queue_stream,runtime_shell",unknown,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Create | queue_stream:streaming | runtime_shell:exec
7bae942b5099,script,scripts/pre-commit-check.sh,"database,configuration","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Database | configuration:Config | configuration:secrets | configuration:credentials
0e09bbcb7e54,script,scripts/production-health-check.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:psql | database:Database | infrastructure:systemctl | infrastructure:Nginx | infrastructure:Docker | configuration:Config | configuration:secrets | broker_order:Order | queue_stream:Redis | runtime_shell:sudo
1f0766b87e3a,script,scripts/prove_health_compliance.sh,none_detected,dev,low,observe,no_mutation_detected,low,not_mutation_capable,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,
6c5779a1375f,script,scripts/qa/run_regression_gate.sh,runtime_shell,unknown,medium,recommend,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety,map to canonical automation or document exception,runtime_shell:exec
a52ae9dc94de,script,scripts/reconcile_mf_soa_vs_broker_holdings.sh,"database,infrastructure,broker_order,runtime_shell","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:schema | infrastructure:docker | broker_order:broker | broker_order:ORDER | runtime_shell:exec
90d07789cb1e,script,scripts/redeploy_changed_runtime_wave.sh,"deployment,infrastructure,configuration,broker_order","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | deployment:release | infrastructure:docker | configuration:config | broker_order:order
f6f9d37e9f15,script,scripts/restore-database.sh,"database,infrastructure,configuration","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:database | database:Drop | infrastructure:docker | configuration:Configuration
7769b29a5b93,script,scripts/retired/compare_v1_v2.sh,"deployment,infrastructure,queue_stream",dev,high,prepare,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,deployment:Deployment | infrastructure:docker | queue_stream:stream
be2dafda4f34,script,scripts/retired/deploy_v2.sh,"deployment,infrastructure",dev,high,prepare,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,deployment:Deploy | infrastructure:Docker
0a7a78c1850a,script,scripts/retired/rename-to-stocksblitz.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:Migration | database:Create | infrastructure:nginx | infrastructure:docker | configuration:Configuration | broker_order:order | queue_stream:redis
92a022200e4f,script,scripts/retired/rollback_to_v1.sh,infrastructure,dev,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker
a0afeb93107b,script,scripts/retired/verify-line-count-reduction.sh,"database,configuration,runtime_shell",dev,low,observe,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety,map to canonical automation or document exception,database:migration | configuration:config | runtime_shell:exec
311c1316d36a,script,scripts/retired/verify-ticker-service-v2-migration.sh,"database,infrastructure,configuration","prod,test,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | infrastructure:service start | infrastructure:docker | configuration:configuration | configuration:secret | configuration:Encrypted
0f530796a721,script,scripts/rollback-phase1.sh,"deployment,database,infrastructure,configuration,broker_order","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:psql | database:Database | infrastructure:docker | configuration:Configuration | broker_order:Order
3b9f48f75094,script,scripts/rotate_encryption_key.sh,"database,infrastructure,configuration,runtime_shell,ai_agent","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,"database:database | database:Create | infrastructure:systemctl | infrastructure:service
restart | infrastructure:docker | configuration:config | configuration:secrets | configuration:Encryption | runtime_shell:sudo | ai_agent:Claude"
9592e43a60c6,script,scripts/run-phase1-tests.sh,"database,configuration,broker_order,queue_stream","test,dev",high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:database | database:Create | configuration:Configuration | broker_order:order | queue_stream:Redis
86529b8d2ad7,script,scripts/run_auth_orchestration.sh,"infrastructure,configuration","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:Config | configuration:.Env
3a48b9522345,script,scripts/run_credential_readiness_gate.sh,"infrastructure,configuration,runtime_shell","prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:config | configuration:secrets | configuration:Credential | runtime_shell:exec
00844605e1d5,script,scripts/run_load_tests.sh,"database,configuration,broker_order","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Create | configuration:Configuration | configuration:secret | broker_order:order
bdbb2ca84b0d,script,scripts/run_maturation_guardrail_cycle.sh,"infrastructure,configuration,broker_order","prod,staging",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:config | configuration:credential | configuration:.Env | broker_order:broker
9c6b26f83239,script,scripts/run_phase2_tests.sh,"database,infrastructure,configuration,broker_order,runtime_shell","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,present,present,cannot claim canonical operating path | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:schema | database:Create | infrastructure:docker | configuration:Configuration | broker_order:order | broker_order:trading | runtime_shell:exec
bb4e6389ee1d,script,scripts/run_production_promotion.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:docker compose up | database:psql | database:migrations | database:schema | database:create | infrastructure:docker | configuration:config | configuration:secrets | configuration:decrypt | broker_order:order | queue_stream:redis | runtime_shell:shell | runtime_shell:exec
e4f0ab3a9e15,script,scripts/secrets_backup.sh,"database,configuration","staging,test,dev",high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:DB | database:delete | configuration:config | configuration:secret | configuration:.env | configuration:encrypted
bfb0fc29ddfa,script,scripts/secrets_restore.sh,"configuration,runtime_shell",unknown,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,configuration:secrets | configuration:encrypted | runtime_shell:exec
60267669b3cd,script,scripts/secure-deploy.sh,"deployment,database,infrastructure,runtime_shell","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deploy | database:Create | infrastructure:Service start | infrastructure:docker | runtime_shell:rsync | runtime_shell:sudo
e9756ae013b8,script,scripts/seed-gateway-routes.sh,"database,infrastructure,configuration","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:database | database:create | infrastructure:docker | configuration:Configuration
a2061de0e6b7,script,scripts/service_health_summary.sh,infrastructure,"prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:Docker
59ee69702998,script,scripts/setup-deployment-env.sh,"deployment,database,infrastructure,configuration,runtime_shell","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,present,present,cannot claim canonical operating path | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:Create | infrastructure:systemctl | infrastructure:docker | configuration:Config | configuration:secrets | configuration:.Env | configuration:encryption | configuration:decrypt | runtime_shell:sudo
fe60052e5721,script,scripts/setup-monitoring-service.sh,"database,infrastructure,configuration,runtime_shell",prod,critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Create | infrastructure:systemctl | configuration:config | runtime_shell:sudo
e3e67cba6c0e,script,scripts/setup-network-security.sh,"deployment,database,infrastructure,configuration,queue_stream,runtime_shell","prod,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | database:database | database:Create | infrastructure:systemctl | infrastructure:Docker | configuration:Configuration | queue_stream:Redis | runtime_shell:SSH | runtime_shell:sudo
ff11484e6f54,script,scripts/setup_acl_test_env.sh,runtime_shell,"prod,test,dev",medium,recommend,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,runtime_shell:sudo
98acc73dedfe,script,scripts/setup_daily_aggregation.sh,"database,infrastructure,runtime_shell",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:Create | infrastructure:systemctl | infrastructure:docker | runtime_shell:sudo
e620c58d9b32,script,scripts/smoke/verify_gateway_critical_paths.sh,"deployment,infrastructure,configuration,runtime_shell,ai_agent","prod,staging,test,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | infrastructure:docker | configuration:config | runtime_shell:exec | ai_agent:codex
5b83ee880c81,script,scripts/staging/bootstrap_user_service_identity.sh,"database,infrastructure,runtime_shell",staging,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:psql | database:alembic | database:migrations | database:schema | database:update | infrastructure:docker | runtime_shell:exec
fd1ac2597644,script,scripts/start-config-service-for-testing.sh,"infrastructure,configuration","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:config
4ddac92bbafc,script,scripts/start-trading-services.sh,"infrastructure,configuration,broker_order,queue_stream","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:Configuration | broker_order:order | broker_order:trading | queue_stream:Redis
ae443d36dcc6,script,scripts/stocksblitz_docker_conformance.sh,"infrastructure,configuration",prod,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:config
218a4b4d7ff8,script,scripts/stocksblitz_memory_guard.sh,"infrastructure,configuration,queue_stream","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | configuration:secrets | queue_stream:stream
287252100c2a,script,scripts/stocksblitz_memory_report.sh,"database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:psql | infrastructure:docker | configuration:secrets | broker_order:order | queue_stream:stream | runtime_shell:sudo | runtime_shell:exec
c72e5d1129c1,script,scripts/stocksblitz_report_retention.sh,database,unknown,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:delete
f3697b9e0048,script,scripts/stop-config-service-testing.sh,"infrastructure,configuration",prod,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:service stop | infrastructure:docker | configuration:config
1107b8d3e61f,script,scripts/store_manual_token.sh,"infrastructure,broker_order,runtime_shell",prod,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,infrastructure:docker | broker_order:broker | broker_order:kite | runtime_shell:exec
bf72a7cd0e68,script,scripts/switch-env.sh,"deployment,infrastructure","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:Deploy | infrastructure:docker
0b67c6052b1f,script,scripts/sync-config-parameters.sh,configuration,dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,configuration:config
83ffdfa30a32,script,scripts/sync-config-routes-from-ports.sh,"database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Create | infrastructure:systemctl | infrastructure:docker | configuration:config | broker_order:order | queue_stream:Redis | runtime_shell:sudo
f06147759c57,script,scripts/sync-ports-from-config.sh,"database,infrastructure,configuration,broker_order,queue_stream,runtime_shell","prod,staging,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Create | infrastructure:systemctl | infrastructure:docker | configuration:config | broker_order:order | queue_stream:Redis | runtime_shell:sudo
4d4d29bf4b91,script,scripts/sync-registry-from-ports.sh,"database,infrastructure,configuration,broker_order,runtime_shell","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Create | infrastructure:docker | configuration:configuration | broker_order:order | runtime_shell:sudo
3be57cfe82af,script,scripts/sync_instrument_registry_broker_tokens.sh,database,"prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:DB | database:create
851aaccf0a5e,script,scripts/sync_instrument_registry_from_prod_to_all_nonprod.sh,"database,infrastructure,configuration","prod,staging,test,dev",high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:DB | infrastructure:docker | configuration:Config | configuration:.Env
230bb1a2c1d3,script,scripts/sync_instrument_registry_instruments.sh,"database,broker_order","prod,staging,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:psql | database:DB | database:create | broker_order:broker
5fa3c4de9e4b,script,scripts/system-cleanup.sh,"database,infrastructure,configuration,runtime_shell,ai_agent",dev,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:delete | infrastructure:DOCKER | configuration:Configuration | runtime_shell:sudo | runtime_shell:shell | runtime_shell:exec | ai_agent:CLAUDE
b64d065f0152,script,scripts/test_endpoints.sh,configuration,test,low,observe,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,configuration:config
a4aab5bdd736,script,scripts/test_envctl_option_contract.sh,infrastructure,dev,low,observe,validation_or_reporting,medium,uses_canonical_command,missing_or_unknown,present,cannot claim owner-approved,assign owner boundary,infrastructure:docker
4501eab8cd02,script,scripts/test_mf_pan_consent_flow.sh,"database,infrastructure,runtime_shell","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:create | infrastructure:docker | runtime_shell:exec
5d5db084f7dd,script,scripts/update_binance_credentials_prod.sh,"database,infrastructure,configuration,runtime_shell",prod,high,prepare,ambiguous_operational_access,medium,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:database | infrastructure:docker | configuration:config | configuration:Secret | configuration:credentials | configuration:encryption | runtime_shell:exec
798b77cbd310,script,scripts/validate-api-routing.sh,"infrastructure,configuration,runtime_shell","prod,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,infrastructure:systemctl | infrastructure:docker | configuration:Configuration | runtime_shell:sudo
6b593afd5172,script,scripts/validate-config-standardization.sh,"deployment,database,infrastructure,configuration,broker_order,queue_stream","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:Deployment | database:psql | database:database | infrastructure:docker | configuration:config | configuration:secrets | broker_order:order | queue_stream:redis
6ad85c7699b3,script,scripts/validate-deployment.sh,"deployment,infrastructure,queue_stream",prod,critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:deployment | infrastructure:Docker | queue_stream:redis
8fc4238bbe5d,script,scripts/validate-environment-drift.sh,"database,infrastructure,configuration","prod,staging,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,present,missing,cannot claim canonical operating path | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:Update | infrastructure:docker | configuration:config | configuration:secret
600c5123fdf8,script,scripts/validate_binance_env.sh,"deployment,database,configuration","prod,staging,test,dev",high,controlled_execute,operational_mutation,high,uses_canonical_command,missing_or_unknown,present,cannot claim owner-approved | cannot claim autonomous execution readiness,assign owner boundary,deployment:deployment | database:DB | configuration:config | configuration:secrets
01de15f40a03,script,scripts/validate_binance_repo.sh,"configuration,broker_order","prod,test,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,configuration:config | configuration:secrets | broker_order:broker
823f923dd011,script,scripts/validate_broker_uniformity_contract.sh,broker_order,test,low,observe,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,broker_order:broker
0a3a473ee075,script,scripts/validate_payoff_live_mode_config.sh,configuration,"prod,staging,test,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,configuration:config | configuration:secrets
bcdf5c628a2a,script,scripts/verify-alert-service-migration.sh,"database,infrastructure,configuration,queue_stream","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | database:Database | infrastructure:docker | configuration:Config | configuration:secrets | queue_stream:redis
81e01cc8d52a,script,scripts/verify-all-services.sh,database,unknown,high,prepare,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,missing,cannot claim canonical operating path | cannot claim owner-approved | cannot claim evidence-backed safety | cannot claim autonomous execution readiness,map to canonical automation or document exception,database:migration
c8c70f26b787,script,scripts/verify-api-gateway-migration.sh,"database,infrastructure,configuration,queue_stream","prod,test,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | infrastructure:Docker | configuration:Config | configuration:secrets | configuration:Encrypted | queue_stream:redis
140d5920a7f5,script,scripts/verify-backtest-migration.sh,"deployment,database,infrastructure,configuration,queue_stream","prod,dev",critical,blocked,operational_mutation,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,deployment:release | database:migration | database:Schema | infrastructure:docker | configuration:config | configuration:secrets | queue_stream:Stream
1ac09f1a9329,script,scripts/verify-calendar-service-migration.sh,"database,infrastructure,configuration,runtime_shell","prod,dev",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | infrastructure:docker | configuration:config | runtime_shell:exec
4cd66b94c57e,script,scripts/verify-comms-service-migration.sh,"database,configuration","test,dev",low,observe,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | configuration:Config
63bc4b0d1048,script,scripts/verify-data-relay-service-migration.sh,"database,infrastructure,configuration","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:migration | infrastructure:docker | configuration:config | configuration:secret
6f3f2d688635,script,scripts/verify-market-data-service-migration.sh,"database,infrastructure,configuration",prod,medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | infrastructure:Docker | configuration:config
5057a7088ef2,script,scripts/verify-message-service-migration.sh,"database,infrastructure,configuration","prod,test",medium,recommend,validation_or_reporting,medium,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved,map to canonical automation or document exception,database:migration | infrastructure:Docker | configuration:config
fa1074917d47,script,scripts/verify-migration-complete.sh,"database,infrastructure,configuration,broker_order,queue_stream","prod,test,dev",critical,blocked,state_mutation_candidate,high,non_canonical_or_unknown,missing_or_unknown,present,cannot claim canonical operating path | cannot claim owner-approved | cannot claim autonomous execution readiness,block or require controlled owner review before use,database:migration | database:database | infrastructure:docker | configuration:config | configuration:secrets | configuration:encrypted | broker_order:Order | queue_stream:Redis
